location,date,crash_count
mount_read,2010-01,6
mount_read,2010-02,11
mount_read,2010-03,15
mount_read,2010-04,9
mount_read,2010-05,5
mount_read,2010-06,4
mount_read,2010-07,4
mount_read,2010-08,5
mount_read,2010-09,5
mount_read,2010-10,3
mount_read,2010-11,5
mount_read,2010-12,9
mount_read,2011-01,8
mount_read,2011-02,16
mount_read,2011-03,11
mount_read,2011-04,12
mount_read,2011-05,10
mount_read,2011-06,7
mount_read,2011-07,3
mount_read,2011-08,5
mount_read,2011-09,5
mount_read,2011-10,8
mount_read,2011-11,13
mount_read,2011-12,4
mount_read,2012-01,8
mount_read,2012-02,10
mount_read,2012-03,6
mount_read,2012-04,7
mount_read,2012-05,5
mount_read,2012-06,6
mount_read,2012-07,8
mount_read,2012-08,7
mount_read,2012-09,8
mount_read,2012-10,11
mount_read,2012-11,4
mount_read,2012-12,6
mount_read,2013-01,11
mount_read,2013-02,13
mount_read,2013-03,10
mount_read,2013-04,2
mount_read,2013-05,5
mount_read,2013-06,4
mount_read,2013-07,5
mount_read,2013-08,10
mount_read,2013-09,4
mount_read,2013-10,9
mount_read,2013-11,4
mount_read,2013-12,4
mount_read,2014-01,3
mount_read,2014-02,12
mount_read,2014-03,8
mount_read,2014-04,5
mount_read,2014-05,5
mount_read,2014-06,4
mount_read,2014-07,4
mount_read,2014-08,1
mount_read,2014-09,7
mount_read,2014-10,7
mount_read,2014-11,4
mount_read,2014-12,6
mount_read,2015-01,8
mount_read,2015-02,8
mount_read,2015-03,6
mount_read,2015-04,7
mount_read,2015-05,7
mount_read,2015-06,5
mount_read,2015-07,9
mount_read,2015-08,4
mount_read,2015-09,3
mount_read,2015-10,5
mount_read,2015-11,10
mount_read,2015-12,7
mount_read,2016-01,3
mount_read,2016-02,16
mount_read,2016-03,5
mount_read,2016-04,2
mount_read,2016-05,5
mount_read,2016-06,3
mount_read,2016-07,5
mount_read,2016-08,4
mount_read,2016-09,4
mount_read,2016-10,3
mount_read,2016-11,5
mount_read,2016-12,9
mount_read,2017-01,9
mount_read,2017-02,7
mount_read,2017-03,14
mount_read,2017-04,8
mount_read,2017-05,2
mount_read,2017-06,5
mount_read,2017-07,3
mount_read,2017-08,3
mount_read,2017-09,5
mount_read,2017-10,9
mount_read,2017-11,4
mount_read,2017-12,7
mount_read,2018-01,6
mount_read,2018-02,5
mount_read,2018-03,2
mount_read,2018-04,5
mount_read,2018-05,5
mount_read,2018-06,3
mount_read,2018-07,9
mount_read,2018-08,8
mount_read,2018-09,4
mount_read,2018-10,10
mount_read,2018-11,9
mount_read,2018-12,6
mount_read,2019-01,8
mount_read,2019-02,12
mount_read,2019-03,8
mount_read,2019-04,6
mount_read,2019-05,5
mount_read,2019-06,3
mount_read,2019-07,2
mount_read,2019-08,2
mount_read,2019-09,4
mount_read,2019-10,12
mount_read,2019-11,6
mount_read,2019-12,5
mount_read,2020-01,5
mount_read,2020-02,4
mount_read,2020-03,8
mount_read,2020-04,2
mount_read,2020-05,4
mount_read,2020-06,8
mount_read,2020-07,5
mount_read,2020-08,7
mount_read,2020-09,3
mount_read,2020-10,3
mount_read,2020-11,3
mount_read,2020-12,2
ouse_fire_station,2010-01,8
ouse_fire_station,2010-02,11
ouse_fire_station,2010-03,10
ouse_fire_station,2010-04,6
ouse_fire_station,2010-05,2
ouse_fire_station,2010-06,8
ouse_fire_station,2010-07,5
ouse_fire_station,2010-08,5
ouse_fire_station,2010-09,9
ouse_fire_station,2010-10,6
ouse_fire_station,2010-11,5
ouse_fire_station,2010-12,5
ouse_fire_station,2011-01,6
ouse_fire_station,2011-02,6
ouse_fire_station,2011-03,9
ouse_fire_station,2011-04,7
ouse_fire_station,2011-05,3
ouse_fire_station,2011-06,4
ouse_fire_station,2011-07,6
ouse_fire_station,2011-08,1
ouse_fire_station,2011-09,5
ouse_fire_station,2011-10,4
ouse_fire_station,2011-11,3
ouse_fire_station,2011-12,6
ouse_fire_station,2012-01,2
ouse_fire_station,2012-02,9
ouse_fire_station,2012-03,3
ouse_fire_station,2012-04,7
ouse_fire_station,2012-05,6
ouse_fire_station,2012-06,4
ouse_fire_station,2012-07,4
ouse_fire_station,2012-08,5
ouse_fire_station,2012-09,4
ouse_fire_station,2012-10,7
ouse_fire_station,2012-12,4
ouse_fire_station,2013-01,3
ouse_fire_station,2013-02,10
ouse_fire_station,2013-03,13
ouse_fire_station,2013-04,3
ouse_fire_station,2013-05,6
ouse_fire_station,2013-06,2
ouse_fire_station,2013-07,5
ouse_fire_station,2013-09,1
ouse_fire_station,2013-10,4
ouse_fire_station,2013-11,4
ouse_fire_station,2013-12,10
ouse_fire_station,2014-01,9
ouse_fire_station,2014-02,4
ouse_fire_station,2014-03,3
ouse_fire_station,2014-04,6
ouse_fire_station,2014-05,3
ouse_fire_station,2014-06,4
ouse_fire_station,2014-07,6
ouse_fire_station,2014-08,6
ouse_fire_station,2014-09,6
ouse_fire_station,2014-10,5
ouse_fire_station,2014-11,6
ouse_fire_station,2014-12,4
ouse_fire_station,2015-01,6
ouse_fire_station,2015-02,10
ouse_fire_station,2015-03,6
ouse_fire_station,2015-04,3
ouse_fire_station,2015-05,2
ouse_fire_station,2015-06,4
ouse_fire_station,2015-07,6
ouse_fire_station,2015-08,3
ouse_fire_station,2015-09,3
ouse_fire_station,2015-10,4
ouse_fire_station,2015-11,4
ouse_fire_station,2015-12,5
ouse_fire_station,2016-01,10
ouse_fire_station,2016-02,9
ouse_fire_station,2016-03,6
ouse_fire_station,2016-04,6
ouse_fire_station,2016-05,5
ouse_fire_station,2016-06,6
ouse_fire_station,2016-07,1
ouse_fire_station,2016-08,4
ouse_fire_station,2016-09,4
ouse_fire_station,2016-10,2
ouse_fire_station,2016-11,8
ouse_fire_station,2016-12,6
ouse_fire_station,2017-01,5
ouse_fire_station,2017-02,5
ouse_fire_station,2017-03,9
ouse_fire_station,2017-04,2
ouse_fire_station,2017-05,2
ouse_fire_station,2017-06,6
ouse_fire_station,2017-07,3
ouse_fire_station,2017-08,3
ouse_fire_station,2017-09,8
ouse_fire_station,2017-10,4
ouse_fire_station,2017-11,5
ouse_fire_station,2017-12,3
ouse_fire_station,2018-01,4
ouse_fire_station,2018-02,2
ouse_fire_station,2018-03,7
ouse_fire_station,2018-04,5
ouse_fire_station,2018-05,2
ouse_fire_station,2018-06,5
ouse_fire_station,2018-07,5
ouse_fire_station,2018-08,7
ouse_fire_station,2018-09,2
ouse_fire_station,2018-10,2
ouse_fire_station,2018-11,3
ouse_fire_station,2018-12,8
ouse_fire_station,2019-01,8
ouse_fire_station,2019-02,7
ouse_fire_station,2019-03,5
ouse_fire_station,2019-04,6
ouse_fire_station,2019-05,9
ouse_fire_station,2019-06,8
ouse_fire_station,2019-07,3
ouse_fire_station,2019-08,4
ouse_fire_station,2019-09,6
ouse_fire_station,2019-10,4
ouse_fire_station,2019-11,4
ouse_fire_station,2019-12,6
ouse_fire_station,2020-01,6
ouse_fire_station,2020-02,7
ouse_fire_station,2020-03,7
ouse_fire_station,2020-04,2
ouse_fire_station,2020-05,1
ouse_fire_station,2020-06,3
ouse_fire_station,2020-07,4
ouse_fire_station,2020-08,4
ouse_fire_station,2020-10,3
ouse_fire_station,2020-11,4
scottsdale_(west_minstone_road),2010-01,4
scottsdale_(west_minstone_road),2010-02,5
scottsdale_(west_minstone_road),2010-03,5
scottsdale_(west_minstone_road),2010-04,11
scottsdale_(west_minstone_road),2010-05,6
scottsdale_(west_minstone_road),2010-06,3
scottsdale_(west_minstone_road),2010-07,6
scottsdale_(west_minstone_road),2010-08,6
scottsdale_(west_minstone_road),2010-09,5
scottsdale_(west_minstone_road),2010-10,5
scottsdale_(west_minstone_road),2010-11,7
scottsdale_(west_minstone_road),2010-12,8
scottsdale_(west_minstone_road),2011-01,5
scottsdale_(west_minstone_road),2011-02,4
scottsdale_(west_minstone_road),2011-03,9
scottsdale_(west_minstone_road),2011-04,3
scottsdale_(west_minstone_road),2011-05,7
scottsdale_(west_minstone_road),2011-06,5
scottsdale_(west_minstone_road),2011-07,5
scottsdale_(west_minstone_road),2011-08,5
scottsdale_(west_minstone_road),2011-09,8
scottsdale_(west_minstone_road),2011-10,5
scottsdale_(west_minstone_road),2011-11,8
scottsdale_(west_minstone_road),2011-12,6
scottsdale_(west_minstone_road),2012-01,4
scottsdale_(west_minstone_road),2012-02,6
scottsdale_(west_minstone_road),2012-03,8
scottsdale_(west_minstone_road),2012-04,5
scottsdale_(west_minstone_road),2012-05,7
scottsdale_(west_minstone_road),2012-06,8
scottsdale_(west_minstone_road),2012-07,4
scottsdale_(west_minstone_road),2012-08,3
scottsdale_(west_minstone_road),2012-09,5
scottsdale_(west_minstone_road),2012-10,8
scottsdale_(west_minstone_road),2012-11,2
scottsdale_(west_minstone_road),2012-12,2
scottsdale_(west_minstone_road),2013-01,8
scottsdale_(west_minstone_road),2013-02,6
scottsdale_(west_minstone_road),2013-03,5
scottsdale_(west_minstone_road),2013-04,8
scottsdale_(west_minstone_road),2013-05,8
scottsdale_(west_minstone_road),2013-06,1
scottsdale_(west_minstone_road),2013-07,6
scottsdale_(west_minstone_road),2013-08,5
scottsdale_(west_minstone_road),2013-09,8
scottsdale_(west_minstone_road),2013-10,4
scottsdale_(west_minstone_road),2013-11,5
scottsdale_(west_minstone_road),2013-12,4
scottsdale_(west_minstone_road),2014-01,9
scottsdale_(west_minstone_road),2014-02,5
scottsdale_(west_minstone_road),2014-03,4
scottsdale_(west_minstone_road),2014-04,7
scottsdale_(west_minstone_road),2014-05,5
scottsdale_(west_minstone_road),2014-06,5
scottsdale_(west_minstone_road),2014-07,6
scottsdale_(west_minstone_road),2014-08,5
scottsdale_(west_minstone_road),2014-09,5
scottsdale_(west_minstone_road),2014-10,6
scottsdale_(west_minstone_road),2014-11,3
scottsdale_(west_minstone_road),2014-12,6
scottsdale_(west_minstone_road),2015-01,10
scottsdale_(west_minstone_road),2015-02,11
scottsdale_(west_minstone_road),2015-03,8
scottsdale_(west_minstone_road),2015-04,2
scottsdale_(west_minstone_road),2015-05,7
scottsdale_(west_minstone_road),2015-06,4
scottsdale_(west_minstone_road),2015-07,5
scottsdale_(west_minstone_road),2015-08,9
scottsdale_(west_minstone_road),2015-09,5
scottsdale_(west_minstone_road),2015-10,4
scottsdale_(west_minstone_road),2015-11,10
scottsdale_(west_minstone_road),2015-12,5
scottsdale_(west_minstone_road),2016-01,4
scottsdale_(west_minstone_road),2016-02,6
scottsdale_(west_minstone_road),2016-03,8
scottsdale_(west_minstone_road),2016-04,7
scottsdale_(west_minstone_road),2016-05,4
scottsdale_(west_minstone_road),2016-06,3
scottsdale_(west_minstone_road),2016-07,5
scottsdale_(west_minstone_road),2016-08,5
scottsdale_(west_minstone_road),2016-09,12
scottsdale_(west_minstone_road),2016-10,7
scottsdale_(west_minstone_road),2016-11,6
scottsdale_(west_minstone_road),2016-12,5
scottsdale_(west_minstone_road),2017-01,8
scottsdale_(west_minstone_road),2017-02,7
scottsdale_(west_minstone_road),2017-03,4
scottsdale_(west_minstone_road),2017-04,10
scottsdale_(west_minstone_road),2017-05,5
scottsdale_(west_minstone_road),2017-06,8
scottsdale_(west_minstone_road),2017-07,5
scottsdale_(west_minstone_road),2017-08,5
scottsdale_(west_minstone_road),2017-09,7
scottsdale_(west_minstone_road),2017-10,5
scottsdale_(west_minstone_road),2017-11,8
scottsdale_(west_minstone_road),2017-12,9
scottsdale_(west_minstone_road),2018-01,7
scottsdale_(west_minstone_road),2018-02,4
scottsdale_(west_minstone_road),2018-03,7
scottsdale_(west_minstone_road),2018-04,3
scottsdale_(west_minstone_road),2018-05,6
scottsdale_(west_minstone_road),2018-06,7
scottsdale_(west_minstone_road),2018-07,8
scottsdale_(west_minstone_road),2018-08,3
scottsdale_(west_minstone_road),2018-09,5
scottsdale_(west_minstone_road),2018-10,7
scottsdale_(west_minstone_road),2018-11,7
scottsdale_(west_minstone_road),2018-12,6
scottsdale_(west_minstone_road),2019-01,8
scottsdale_(west_minstone_road),2019-02,6
scottsdale_(west_minstone_road),2019-03,9
scottsdale_(west_minstone_road),2019-04,5
scottsdale_(west_minstone_road),2019-05,5
scottsdale_(west_minstone_road),2019-06,6
scottsdale_(west_minstone_road),2019-07,4
scottsdale_(west_minstone_road),2019-08,5
scottsdale_(west_minstone_road),2019-09,5
scottsdale_(west_minstone_road),2019-10,6
scottsdale_(west_minstone_road),2019-11,4
scottsdale_(west_minstone_road),2019-12,11
scottsdale_(west_minstone_road),2020-01,12
scottsdale_(west_minstone_road),2020-02,7
scottsdale_(west_minstone_road),2020-03,4
scottsdale_(west_minstone_road),2020-04,2
scottsdale_(west_minstone_road),2020-05,3
scottsdale_(west_minstone_road),2020-06,4
scottsdale_(west_minstone_road),2020-07,6
scottsdale_(west_minstone_road),2020-08,7
scottsdale_(west_minstone_road),2020-09,3
scottsdale_(west_minstone_road),2020-10,5
scottsdale_(west_minstone_road),2020-11,5
scottsdale_(west_minstone_road),2020-12,1
sheffield_school_farm,2010-01,9
sheffield_school_farm,2010-02,11
sheffield_school_farm,2010-03,10
sheffield_school_farm,2010-04,11
sheffield_school_farm,2010-05,3
sheffield_school_farm,2010-06,8
sheffield_school_farm,2010-07,11
sheffield_school_farm,2010-08,4
sheffield_school_farm,2010-09,8
sheffield_school_farm,2010-10,7
sheffield_school_farm,2010-11,8
sheffield_school_farm,2010-12,7
sheffield_school_farm,2011-01,8
sheffield_school_farm,2011-02,6
sheffield_school_farm,2011-03,10
sheffield_school_farm,2011-04,5
sheffield_school_farm,2011-05,12
sheffield_school_farm,2011-06,9
sheffield_school_farm,2011-07,5
sheffield_school_farm,2011-08,6
sheffield_school_farm,2011-09,9
sheffield_school_farm,2011-10,2
sheffield_school_farm,2011-11,6
sheffield_school_farm,2011-12,5
sheffield_school_farm,2012-01,8
sheffield_school_farm,2012-02,14
sheffield_school_farm,2012-03,11
sheffield_school_farm,2012-04,4
sheffield_school_farm,2012-05,4
sheffield_school_farm,2012-06,2
sheffield_school_farm,2012-07,4
sheffield_school_farm,2012-08,9
sheffield_school_farm,2012-09,7
sheffield_school_farm,2012-10,2
sheffield_school_farm,2012-11,5
sheffield_school_farm,2012-12,6
sheffield_school_farm,2013-01,8
sheffield_school_farm,2013-02,8
sheffield_school_farm,2013-03,8
sheffield_school_farm,2013-04,5
sheffield_school_farm,2013-05,7
sheffield_school_farm,2013-06,8
sheffield_school_farm,2013-07,7
sheffield_school_farm,2013-08,5
sheffield_school_farm,2013-09,10
sheffield_school_farm,2013-10,5
sheffield_school_farm,2013-11,8
sheffield_school_farm,2013-12,4
sheffield_school_farm,2014-01,11
sheffield_school_farm,2014-02,9
sheffield_school_farm,2014-03,4
sheffield_school_farm,2014-04,3
sheffield_school_farm,2014-05,8
sheffield_school_farm,2014-06,7
sheffield_school_farm,2014-07,5
sheffield_school_farm,2014-08,5
sheffield_school_farm,2014-09,4
sheffield_school_farm,2014-10,4
sheffield_school_farm,2014-11,10
sheffield_school_farm,2014-12,9
sheffield_school_farm,2015-01,6
sheffield_school_farm,2015-02,7
sheffield_school_farm,2015-03,7
sheffield_school_farm,2015-04,9
sheffield_school_farm,2015-05,5
sheffield_school_farm,2015-06,3
sheffield_school_farm,2015-07,5
sheffield_school_farm,2015-08,4
sheffield_school_farm,2015-09,5
sheffield_school_farm,2015-10,5
sheffield_school_farm,2015-11,5
sheffield_school_farm,2015-12,3
sheffield_school_farm,2016-01,6
sheffield_school_farm,2016-02,5
sheffield_school_farm,2016-03,6
sheffield_school_farm,2016-04,12
sheffield_school_farm,2016-05,4
sheffield_school_farm,2016-06,8
sheffield_school_farm,2016-07,4
sheffield_school_farm,2016-08,3
sheffield_school_farm,2016-09,5
sheffield_school_farm,2016-10,8
sheffield_school_farm,2016-11,7
sheffield_school_farm,2016-12,7
sheffield_school_farm,2017-01,4
sheffield_school_farm,2017-02,6
sheffield_school_farm,2017-03,7
sheffield_school_farm,2017-04,4
sheffield_school_farm,2017-05,7
sheffield_school_farm,2017-06,6
sheffield_school_farm,2017-07,6
sheffield_school_farm,2017-08,3
sheffield_school_farm,2017-09,1
sheffield_school_farm,2017-10,3
sheffield_school_farm,2017-11,4
sheffield_school_farm,2017-12,17
sheffield_school_farm,2018-01,10
sheffield_school_farm,2018-02,10
sheffield_school_farm,2018-03,6
sheffield_school_farm,2018-04,8
sheffield_school_farm,2018-05,9
sheffield_school_farm,2018-06,3
sheffield_school_farm,2018-07,4
sheffield_school_farm,2018-08,8
sheffield_school_farm,2018-09,9
sheffield_school_farm,2018-10,4
sheffield_school_farm,2018-11,4
sheffield_school_farm,2018-12,8
sheffield_school_farm,2019-01,9
sheffield_school_farm,2019-02,8
sheffield_school_farm,2019-03,8
sheffield_school_farm,2019-04,6
sheffield_school_farm,2019-05,5
sheffield_school_farm,2019-06,15
sheffield_school_farm,2019-07,3
sheffield_school_farm,2019-08,8
sheffield_school_farm,2019-09,10
sheffield_school_farm,2019-10,6
sheffield_school_farm,2019-11,6
sheffield_school_farm,2019-12,5
sheffield_school_farm,2020-01,13
sheffield_school_farm,2020-02,8
sheffield_school_farm,2020-03,9
sheffield_school_farm,2020-04,4
sheffield_school_farm,2020-05,4
sheffield_school_farm,2020-06,2
sheffield_school_farm,2020-07,9
sheffield_school_farm,2020-08,7
sheffield_school_farm,2020-09,7
sheffield_school_farm,2020-10,4
sheffield_school_farm,2020-11,4
sheffield_school_farm,2020-12,1
smithton_aerodrome,2010-01,10
smithton_aerodrome,2010-02,9
smithton_aerodrome,2010-03,12
smithton_aerodrome,2010-04,11
smithton_aerodrome,2010-05,7
smithton_aerodrome,2010-06,7
smithton_aerodrome,2010-07,7
smithton_aerodrome,2010-08,3
smithton_aerodrome,2010-09,4
smithton_aerodrome,2010-10,9
smithton_aerodrome,2010-11,9
smithton_aerodrome,2010-12,9
smithton_aerodrome,2011-01,8
smithton_aerodrome,2011-02,7
smithton_aerodrome,2011-03,8
smithton_aerodrome,2011-04,6
smithton_aerodrome,2011-05,8
smithton_aerodrome,2011-06,3
smithton_aerodrome,2011-07,6
smithton_aerodrome,2011-08,12
smithton_aerodrome,2011-09,3
smithton_aerodrome,2011-10,10
smithton_aerodrome,2011-11,8
smithton_aerodrome,2011-12,12
smithton_aerodrome,2012-01,7
smithton_aerodrome,2012-02,4
smithton_aerodrome,2012-03,11
smithton_aerodrome,2012-04,6
smithton_aerodrome,2012-05,5
smithton_aerodrome,2012-06,11
smithton_aerodrome,2012-07,4
smithton_aerodrome,2012-08,9
smithton_aerodrome,2012-09,5
smithton_aerodrome,2012-10,10
smithton_aerodrome,2012-11,12
smithton_aerodrome,2012-12,6
smithton_aerodrome,2013-01,9
smithton_aerodrome,2013-02,6
smithton_aerodrome,2013-03,9
smithton_aerodrome,2013-04,6
smithton_aerodrome,2013-05,10
smithton_aerodrome,2013-06,12
smithton_aerodrome,2013-07,5
smithton_aerodrome,2013-08,9
smithton_aerodrome,2013-09,6
smithton_aerodrome,2013-10,2
smithton_aerodrome,2013-11,8
smithton_aerodrome,2013-12,9
smithton_aerodrome,2014-01,7
smithton_aerodrome,2014-02,5
smithton_aerodrome,2014-03,6
smithton_aerodrome,2014-04,15
smithton_aerodrome,2014-05,3
smithton_aerodrome,2014-06,11
smithton_aerodrome,2014-07,5
smithton_aerodrome,2014-08,8
smithton_aerodrome,2014-09,8
smithton_aerodrome,2014-10,14
smithton_aerodrome,2014-11,11
smithton_aerodrome,2014-12,5
smithton_aerodrome,2015-01,7
smithton_aerodrome,2015-02,7
smithton_aerodrome,2015-03,10
smithton_aerodrome,2015-04,7
smithton_aerodrome,2015-05,6
smithton_aerodrome,2015-06,5
smithton_aerodrome,2015-07,9
smithton_aerodrome,2015-08,9
smithton_aerodrome,2015-09,6
smithton_aerodrome,2015-10,8
smithton_aerodrome,2015-11,7
smithton_aerodrome,2015-12,8
smithton_aerodrome,2016-01,16
smithton_aerodrome,2016-02,9
smithton_aerodrome,2016-03,9
smithton_aerodrome,2016-04,8
smithton_aerodrome,2016-05,8
smithton_aerodrome,2016-06,9
smithton_aerodrome,2016-07,8
smithton_aerodrome,2016-08,10
smithton_aerodrome,2016-09,10
smithton_aerodrome,2016-10,5
smithton_aerodrome,2016-11,5
smithton_aerodrome,2016-12,5
smithton_aerodrome,2017-01,5
smithton_aerodrome,2017-02,8
smithton_aerodrome,2017-03,19
smithton_aerodrome,2017-04,6
smithton_aerodrome,2017-05,7
smithton_aerodrome,2017-06,3
smithton_aerodrome,2017-07,3
smithton_aerodrome,2017-08,5
smithton_aerodrome,2017-09,3
smithton_aerodrome,2017-10,5
smithton_aerodrome,2017-11,3
smithton_aerodrome,2017-12,13
smithton_aerodrome,2018-01,6
smithton_aerodrome,2018-02,7
smithton_aerodrome,2018-03,12
smithton_aerodrome,2018-04,7
smithton_aerodrome,2018-05,6
smithton_aerodrome,2018-06,8
smithton_aerodrome,2018-07,5
smithton_aerodrome,2018-08,6
smithton_aerodrome,2018-09,7
smithton_aerodrome,2018-10,5
smithton_aerodrome,2018-11,12
smithton_aerodrome,2018-12,6
smithton_aerodrome,2019-01,13
smithton_aerodrome,2019-02,8
smithton_aerodrome,2019-03,11
smithton_aerodrome,2019-04,8
smithton_aerodrome,2019-05,11
smithton_aerodrome,2019-06,8
smithton_aerodrome,2019-07,5
smithton_aerodrome,2019-08,4
smithton_aerodrome,2019-09,5
smithton_aerodrome,2019-10,8
smithton_aerodrome,2019-11,6
smithton_aerodrome,2019-12,9
smithton_aerodrome,2020-01,6
smithton_aerodrome,2020-02,7
smithton_aerodrome,2020-03,7
smithton_aerodrome,2020-04,7
smithton_aerodrome,2020-05,8
smithton_aerodrome,2020-06,5
smithton_aerodrome,2020-07,9
smithton_aerodrome,2020-08,4
smithton_aerodrome,2020-09,1
smithton_aerodrome,2020-10,8
smithton_aerodrome,2020-11,5
smithton_aerodrome,2020-12,1
tunnack_fire_station,2010-01,13
tunnack_fire_station,2010-02,11
tunnack_fire_station,2010-03,4
tunnack_fire_station,2010-04,7
tunnack_fire_station,2010-05,6
tunnack_fire_station,2010-06,2
tunnack_fire_station,2010-07,8
tunnack_fire_station,2010-08,4
tunnack_fire_station,2010-09,3
tunnack_fire_station,2010-10,6
tunnack_fire_station,2010-11,1
tunnack_fire_station,2010-12,2
tunnack_fire_station,2011-01,5
tunnack_fire_station,2011-02,9
tunnack_fire_station,2011-03,8
tunnack_fire_station,2011-04,4
tunnack_fire_station,2011-05,7
tunnack_fire_station,2011-06,4
tunnack_fire_station,2011-07,7
tunnack_fire_station,2011-08,5
tunnack_fire_station,2011-09,8
tunnack_fire_station,2011-10,3
tunnack_fire_station,2011-11,6
tunnack_fire_station,2011-12,7
tunnack_fire_station,2012-01,7
tunnack_fire_station,2012-02,4
tunnack_fire_station,2012-03,16
tunnack_fire_station,2012-04,3
tunnack_fire_station,2012-05,3
tunnack_fire_station,2012-06,6
tunnack_fire_station,2012-07,8
tunnack_fire_station,2012-08,7
tunnack_fire_station,2012-09,4
tunnack_fire_station,2012-10,8
tunnack_fire_station,2012-11,8
tunnack_fire_station,2012-12,9
tunnack_fire_station,2013-01,8
tunnack_fire_station,2013-02,9
tunnack_fire_station,2013-03,7
tunnack_fire_station,2013-04,3
tunnack_fire_station,2013-05,3
tunnack_fire_station,2013-06,9
tunnack_fire_station,2013-07,6
tunnack_fire_station,2013-08,6
tunnack_fire_station,2013-09,8
tunnack_fire_station,2013-10,4
tunnack_fire_station,2013-11,6
tunnack_fire_station,2013-12,7
tunnack_fire_station,2014-01,8
tunnack_fire_station,2014-02,8
tunnack_fire_station,2014-03,9
tunnack_fire_station,2014-04,7
tunnack_fire_station,2014-05,4
tunnack_fire_station,2014-06,7
tunnack_fire_station,2014-07,8
tunnack_fire_station,2014-08,5
tunnack_fire_station,2014-09,3
tunnack_fire_station,2014-10,3
tunnack_fire_station,2014-11,8
tunnack_fire_station,2014-12,6
tunnack_fire_station,2015-01,6
tunnack_fire_station,2015-02,10
tunnack_fire_station,2015-03,9
tunnack_fire_station,2015-04,13
tunnack_fire_station,2015-05,5
tunnack_fire_station,2015-06,5
tunnack_fire_station,2015-07,7
tunnack_fire_station,2015-08,6
tunnack_fire_station,2015-09,7
tunnack_fire_station,2015-10,7
tunnack_fire_station,2015-11,4
tunnack_fire_station,2015-12,12
tunnack_fire_station,2016-01,10
tunnack_fire_station,2016-02,5
tunnack_fire_station,2016-03,10
tunnack_fire_station,2016-04,5
tunnack_fire_station,2016-05,6
tunnack_fire_station,2016-06,3
tunnack_fire_station,2016-07,8
tunnack_fire_station,2016-08,6
tunnack_fire_station,2016-09,10
tunnack_fire_station,2016-10,8
tunnack_fire_station,2016-11,3
tunnack_fire_station,2016-12,10
tunnack_fire_station,2017-01,7
tunnack_fire_station,2017-02,3
tunnack_fire_station,2017-03,11
tunnack_fire_station,2017-04,9
tunnack_fire_station,2017-05,3
tunnack_fire_station,2017-06,6
tunnack_fire_station,2017-07,6
tunnack_fire_station,2017-08,8
tunnack_fire_station,2017-09,8
tunnack_fire_station,2017-10,7
tunnack_fire_station,2017-11,6
tunnack_fire_station,2017-12,14
tunnack_fire_station,2018-01,4
tunnack_fire_station,2018-02,10
tunnack_fire_station,2018-03,6
tunnack_fire_station,2018-04,7
tunnack_fire_station,2018-05,7
tunnack_fire_station,2018-06,5
tunnack_fire_station,2018-07,6
tunnack_fire_station,2018-08,4
tunnack_fire_station,2018-09,6
tunnack_fire_station,2018-10,7
tunnack_fire_station,2018-11,7
tunnack_fire_station,2018-12,8
tunnack_fire_station,2019-01,11
tunnack_fire_station,2019-02,10
tunnack_fire_station,2019-03,12
tunnack_fire_station,2019-04,5
tunnack_fire_station,2019-05,9
tunnack_fire_station,2019-06,5
tunnack_fire_station,2019-07,5
tunnack_fire_station,2019-08,5
tunnack_fire_station,2019-09,4
tunnack_fire_station,2019-10,10
tunnack_fire_station,2019-11,6
tunnack_fire_station,2019-12,11
tunnack_fire_station,2020-01,10
tunnack_fire_station,2020-02,10
tunnack_fire_station,2020-03,12
tunnack_fire_station,2020-04,3
tunnack_fire_station,2020-05,7
tunnack_fire_station,2020-06,7
tunnack_fire_station,2020-07,7
tunnack_fire_station,2020-08,6
tunnack_fire_station,2020-09,3
tunnack_fire_station,2020-10,7
tunnack_fire_station,2020-11,3
tunnack_fire_station,2020-12,1
wynyard_airport,2010-01,27
wynyard_airport,2010-02,37
wynyard_airport,2010-03,45
wynyard_airport,2010-04,36
wynyard_airport,2010-05,43
wynyard_airport,2010-06,48
wynyard_airport,2010-07,38
wynyard_airport,2010-08,41
wynyard_airport,2010-09,30
wynyard_airport,2010-10,25
wynyard_airport,2010-11,38
wynyard_airport,2010-12,42
wynyard_airport,2011-01,39
wynyard_airport,2011-02,30
wynyard_airport,2011-03,31
wynyard_airport,2011-04,34
wynyard_airport,2011-05,31
wynyard_airport,2011-06,32
wynyard_airport,2011-07,32
wynyard_airport,2011-08,27
wynyard_airport,2011-09,32
wynyard_airport,2011-10,27
wynyard_airport,2011-11,33
wynyard_airport,2011-12,50
wynyard_airport,2012-01,38
wynyard_airport,2012-02,30
wynyard_airport,2012-03,49
wynyard_airport,2012-04,26
wynyard_airport,2012-05,31
wynyard_airport,2012-06,15
wynyard_airport,2012-07,33
wynyard_airport,2012-08,25
wynyard_airport,2012-09,22
wynyard_airport,2012-10,27
wynyard_airport,2012-11,23
wynyard_airport,2012-12,39
wynyard_airport,2013-01,26
wynyard_airport,2013-02,34
wynyard_airport,2013-03,33
wynyard_airport,2013-04,23
wynyard_airport,2013-05,25
wynyard_airport,2013-06,41
wynyard_airport,2013-07,38
wynyard_airport,2013-08,29
wynyard_airport,2013-09,26
wynyard_airport,2013-10,34
wynyard_airport,2013-11,33
wynyard_airport,2013-12,37
